ibge7,municipio,uf,estabelecimentos_total,estabelecimentos_agricultura_familiar
3518909,Guzolândia,SP,165,92
3519006,Herculândia,SP,428,261
3519055,Holambra,SP,218,89
3519071,Hortolândia,SP,19,11
3519105,Iacanga,SP,171,84
3519204,Iacri,SP,241,139
3519253,Iaras,SP,432,313
3519303,Ibaté,SP,57,30
3519402,Ibirá,SP,244,126
3519501,Ibirarema,SP,139,89
3519600,Ibitinga,SP,403,172
3519709,Ibiúna,SP,1240,960
3519808,Icém,SP,86,43
3519907,Iepê,SP,266,189
3520004,Igaraçu do Tietê,SP,42,21
3520103,Igarapava,SP,209,118
3520202,Igaratá,SP,120,47
3520301,Iguape,SP,476,321
3520400,Ilhabela,SP,13,8
3520426,Ilha Comprida,SP,6,6
3520442,Ilha Solteira,SP,342,286
3520509,Indaiatuba,SP,332,230
3520608,Indiana,SP,215,135
3520707,Indiaporã,SP,201,134
3520806,Inúbia Paulista,SP,114,91
3520905,Ipaussu,SP,42,29
3521002,Iperó,SP,160,130
3521101,Ipeúna,SP,219,120
3521150,Ipiguá,SP,152,81
3521200,Iporanga,SP,363,215
3521309,Ipuã,SP,105,45
3521408,Iracemápolis,SP,28,16
3521507,Irapuã,SP,211,127
3521606,Irapuru,SP,379,288
3521705,Itaberá,SP,946,703
3521804,Itaí,SP,613,375
3521903,Itajobi,SP,595,477
3522000,Itaju,SP,205,139
3522109,Itanhaém,SP,57,35
3522158,Itaoca,SP,127,65
3522208,Itapecerica da Serra,SP,87,62
3522307,Itapetininga,SP,1291,931
3522406,Itapeva,SP,1231,823
3522505,Itapevi,SP,5,2
3522604,Itapira,SP,495,322
3522653,Itapirapuã Paulista,SP,310,157
3522703,Itápolis,SP,782,437
3522802,Itaporanga,SP,924,678
3522901,Itapuí,SP,80,44
3523008,Itapura,SP,261,207
3523107,Itaquaquecetuba,SP,49,34
3523206,Itararé,SP,682,500
3523305,Itariri,SP,214,126
3523404,Itatiba,SP,331,202
3523503,Itatinga,SP,216,96
3523602,Itirapina,SP,228,70
3523701,Itirapuã,SP,205,116
3523800,Itobi,SP,125,68
3523909,Itu,SP,247,68
3524006,Itupeva,SP,116,63
3524105,Ituverava,SP,247,120
3524204,Jaborandi,SP,136,66
3524303,Jaboticabal,SP,301,139
3524402,Jacareí,SP,398,193
3524501,Jaci,SP,163,76
3524600,Jacupiranga,SP,505,370
3524709,Jaguariúna,SP,67,27
3524808,Jales,SP,1012,719
3524907,Jambeiro,SP,105,65
3525102,Jardinópolis,SP,231,130
3525201,Jarinu,SP,188,108
3525300,Jaú,SP,333,148
3525409,Jeriquara,SP,80,25
3525508,Joanópolis,SP,210,133
3525607,João Ramalho,SP,283,156
3525706,José Bonifácio,SP,648,403
3525805,Júlio Mesquita,SP,58,11
3525854,Jumirim,SP,113,83
3525904,Jundiaí,SP,399,271
3526001,Junqueirópolis,SP,537,386
3526100,Juquiá,SP,376,215
3526209,Juquitiba,SP,123,70
3526308,Lagoinha,SP,257,158
3526407,Laranjal Paulista,SP,461,353
3526506,Lavínia,SP,276,163
3526605,Lavrinhas,SP,61,19
3526704,Leme,SP,267,192
3526803,Lençóis Paulista,SP,273,180
3526902,Limeira,SP,936,661
3527009,Lindóia,SP,64,29
3527108,Lins,SP,137,72
3527207,Lorena,SP,189,92
3527256,Lourdes,SP,112,69
3527306,Louveira,SP,136,97
3527405,Lucélia,SP,443,297
3527504,Lucianópolis,SP,133,62
3527603,Luís Antônio,SP,55,21
3527702,Luiziânia,SP,182,125
3527801,Lupércio,SP,192,104
3527900,Lutécia,SP,159,66
3528007,Macatuba,SP,79,47
3528106,Macaubal,SP,451,391
3528205,Macedônia,SP,327,252
3528304,Magda,SP,172,121
3528403,Mairinque,SP,117,62
3528502,Mairiporã,SP,72,37
3528601,Manduri,SP,191,147
3528700,Marabá Paulista,SP,489,351
3528809,Maracaí,SP,217,143
3528858,Marapoama,SP,148,115
3528908,Mariápolis,SP,387,293
3529005,Marília,SP,881,398
3529104,Marinópolis,SP,155,73
3529203,Martinópolis,SP,559,366
3529302,Matão,SP,171,86
3529401,Mauá,SP,34,29
3529500,Mendonça,SP,285,200
3529609,Meridiano,SP,205,149
3529658,Mesópolis,SP,198,119
3529708,Miguelópolis,SP,195,96
3529807,Mineiros do Tietê,SP,94,60
3529906,Miracatu,SP,675,482
3530003,Mira Estrela,SP,221,149
3530102,Mirandópolis,SP,1013,712
3530201,Mirante do Paranapanema,SP,2097,1832
3530300,Mirassol,SP,359,142
3530409,Mirassolândia,SP,193,118
3530508,Mococa,SP,454,268
3530607,Mogi das Cruzes,SP,1379,929
3530706,Mogi Guaçu,SP,509,305
3530805,Mogi Mirim,SP,716,559
3530904,Mombuca,SP,54,23
3531001,Monções,SP,112,61
3531100,Mongaguá,SP,43,38
3531209,Monte Alegre do Sul,SP,148,105
3531308,Monte Alto,SP,497,321
3531407,Monte Aprazível,SP,825,552
3531506,Monte Azul Paulista,SP,220,94
3531605,Monte Castelo,SP,265,184
3531704,Monteiro Lobato,SP,139,56
3531803,Monte Mor,SP,226,125
3531902,Morro Agudo,SP,208,63
3532009,Morungaba,SP,145,84
3532058,Motuca,SP,184,155
3532108,Murutinga do Sul,SP,489,429
3532157,Nantes,SP,56,21
3532207,Narandiba,SP,138,96
3532306,Natividade da Serra,SP,563,343
3532405,Nazaré Paulista,SP,298,179
3532504,Neves Paulista,SP,274,181
3532603,Nhandeara,SP,673,533
3532702,Nipoã,SP,136,99
3532801,Nova Aliança,SP,209,130
3532827,Nova Campina,SP,154,81
3532843,Nova Canaã Paulista,SP,342,213
3532868,Nova Castilho,SP,106,60
3532900,Nova Europa,SP,76,48
3533007,Nova Granada,SP,430,271
3533106,Nova Guataporanga,SP,89,68
3533205,Nova Independência,SP,127,70
3533254,Novais,SP,91,55
3533304,Nova Luzitânia,SP,98,84
3533403,Nova Odessa,SP,36,26
3533502,Novo Horizonte,SP,669,451
3533601,Nuporanga,SP,197,112
3533700,Ocauçu,SP,340,190
3533809,Óleo,SP,336,252
3533908,Olímpia,SP,605,327
3534005,Onda Verde,SP,73,44
3534104,Oriente,SP,97,31
3534203,Orindiúva,SP,110,57
3534302,Orlândia,SP,89,52
3534401,Osasco,SP,16,12
3534500,Oscar Bressane,SP,187,109
3534609,Osvaldo Cruz,SP,660,500
3534708,Ourinhos,SP,173,122
3534757,Ouroeste,SP,231,125
3534807,Ouro Verde,SP,162,88
3534906,Pacaembu,SP,539,395
3535002,Palestina,SP,642,399
3535101,Palmares Paulista,SP,31,15
3535200,Palmeira d'Oeste,SP,784,620
3535309,Palmital,SP,401,206
3535408,Panorama,SP,134,58
3535507,Paraguaçu Paulista,SP,613,395
3535606,Paraibuna,SP,368,219
3535705,Paraíso,SP,81,53
3535804,Paranapanema,SP,582,249
3535903,Paranapuã,SP,156,102
3536000,Parapuã,SP,505,313
3536109,Pardinho,SP,99,39
3536208,Pariquera-Açu,SP,321,227
3536257,Parisi,SP,193,132
3536307,Patrocínio Paulista,SP,375,200
3536406,Paulicéia,SP,246,176
3536505,Paulínia,SP,42,21
3536570,Paulistânia,SP,168,115
3536604,Paulo de Faria,SP,186,94
3536703,Pederneiras,SP,613,470
3536802,Pedra Bela,SP,266,198
3536901,Pedranópolis,SP,355,304
3537008,Pedregulho,SP,429,235
3537107,Pedreira,SP,64,40
3537156,Pedrinhas Paulista,SP,116,72
3537206,Pedro de Toledo,SP,183,106
3537305,Penápolis,SP,645,442
3537404,Pereira Barreto,SP,446,332
3537503,Pereiras,SP,269,218
3537602,Peruíbe,SP,104,67
3537701,Piacatu,SP,228,174
3537800,Piedade,SP,1722,1326
3537909,Pilar do Sul,SP,692,550
3538006,Pindamonhangaba,SP,301,132
3538105,Pindorama,SP,180,115
3538204,Pinhalzinho,SP,307,237
3538303,Piquerobi,SP,329,202
3538501,Piquete,SP,87,49
3538600,Piracaia,SP,305,160
3538709,Piracicaba,SP,691,357
3538808,Piraju,SP,420,217
3538907,Pirajuí,SP,331,185
3539004,Pirangi,SP,311,198
3539103,Pirapora do Bom Jesus,SP,11,6
3539202,Pirapozinho,SP,255,142
3539301,Pirassununga,SP,579,409
3539400,Piratininga,SP,339,172
3539509,Pitangueiras,SP,222,151
3539608,Planalto,SP,118,67
3539707,Platina,SP,220,144
3539806,Poá,SP,7,4
3539905,Poloni,SP,203,129
3540002,Pompéia,SP,296,111
3540101,Pongaí,SP,137,70
3540200,Pontal,SP,50,22
3540259,Pontalinda,SP,233,161
3540309,Pontes Gestal,SP,116,98
3540408,Populina,SP,225,129
3540507,Porangaba,SP,391,289
3540606,Porto Feliz,SP,442,254
3540705,Porto Ferreira,SP,141,72
3540754,Potim,SP,34,17
3540804,Potirendaba,SP,726,610
3540853,Pracinha,SP,94,60
3540903,Pradópolis,SP,219,155
3541059,Pratânia,SP,88,36
3541109,Presidente Alves,SP,182,116
3541208,Presidente Bernardes,SP,972,680
3541307,Presidente Epitácio,SP,722,606
3541406,Presidente Prudente,SP,533,390
3541505,Presidente Venceslau,SP,612,461
3541604,Promissão,SP,1058,907
3541653,Quadra,SP,204,113
3541703,Quatá,SP,246,142
3541802,Queiroz,SP,66,28
3541901,Queluz,SP,50,18
3542008,Quintana,SP,134,49
3542107,Rafard,SP,69,28
3542206,Rancharia,SP,806,539
3542305,Redenção da Serra,SP,271,155
3542404,Regente Feijó,SP,285,148
3542503,Reginópolis,SP,124,84
3542602,Registro,SP,627,332
3542701,Restinga,SP,227,173
3542800,Ribeira,SP,208,125
3542909,Ribeirão Bonito,SP,237,96
3543006,Ribeirão Branco,SP,957,607
3543105,Ribeirão Corrente,SP,199,127
3543204,Ribeirão do Sul,SP,253,181
3543238,Ribeirão dos Índios,SP,125,85
3543253,Ribeirão Grande,SP,331,243
3543303,Ribeirão Pires,SP,12,8
3543402,Ribeirão Preto,SP,655,420
3543501,Riversul,SP,422,306
3543600,Rifaina,SP,40,15
3543709,Rincão,SP,76,48
3543808,Rinópolis,SP,370,249
3543907,Rio Claro,SP,798,381
3544004,Rio das Pedras,SP,75,45
3544103,Rio Grande da Serra,SP,5,5
3544202,Riolândia,SP,180,94
3544251,Rosana,SP,792,657
3544301,Roseira,SP,56,24
3544400,Rubiácea,SP,87,37
3544509,Rubinéia,SP,154,108
3544608,Sabino,SP,98,59
3544707,Sagres,SP,216,174
3544806,Sales,SP,187,91
3544905,Sales Oliveira,SP,103,30
3545001,Salesópolis,SP,332,207
3545100,Salmourão,SP,173,124
3545159,Saltinho,SP,89,53
3545209,Salto,SP,73,36
3545308,Salto de Pirapora,SP,224,108
3545407,Salto Grande,SP,159,97
3545506,Sandovalina,SP,261,190
3545605,Santa Adélia,SP,178,125
3545704,Santa Albertina,SP,393,259
3545803,Santa Bárbara d'Oeste,SP,75,45
3546009,Santa Branca,SP,94,37
3546108,Santa Clara d'Oeste,SP,210,146
3546207,Santa Cruz da Conceição,SP,145,94
3546256,Santa Cruz da Esperança,SP,63,41
3546306,Santa Cruz das Palmeiras,SP,108,58
3546405,Santa Cruz do Rio Pardo,SP,653,474
3546504,Santa Ernestina,SP,58,31
3546603,Santa Fé do Sul,SP,466,338
3546702,Santa Gertrudes,SP,35,19
3546801,Santa Isabel,SP,304,194
3546900,Santa Lúcia,SP,33,10
3547007,Santa Maria da Serra,SP,124,49
3547106,Santa Mercedes,SP,109,67
3547205,Santana da Ponte Pensa,SP,318,283
3547304,Santana de Parnaíba,SP,21,13
3547403,Santa Rita d'Oeste,SP,410,298
3547502,Santa Rita do Passa Quatro,SP,549,364
3547601,Santa Rosa de Viterbo,SP,271,194
3547650,Santa Salete,SP,219,170
3547700,Santo Anastácio,SP,495,343
3547809,Santo André,SP,55,46
3547908,Santo Antônio da Alegria,SP,502,363
3548005,Santo Antônio de Posse,SP,205,127
3548054,Santo Antônio do Aracanguá,SP,425,217
3548104,Santo Antônio do Jardim,SP,269,195
3548203,Santo Antônio do Pinhal,SP,166,101
3548302,Santo Expedito,SP,172,117
3548401,Santópolis do Aguapeí,SP,87,44
3548500,Santos,SP,1,
3548609,São Bento do Sapucaí,SP,576,368
3548708,São Bernardo do Campo,SP,62,52
3548807,São Caetano do Sul,SP,5,5
3548906,São Carlos,SP,508,319
3549003,São Francisco,SP,255,177
3549102,São João da Boa Vista,SP,582,386
3549201,São João das Duas Pontes,SP,85,57
3549250,São João de Iracema,SP,120,82
3549300,São João do Pau d'Alho,SP,182,118
3549409,São Joaquim da Barra,SP,143,73
3549508,São José da Bela Vista,SP,193,119
3549607,São José do Barreiro,SP,222,134
3549706,São José do Rio Pardo,SP,490,326
3549805,São José do Rio Preto,SP,502,270
3549904,São José dos Campos,SP,544,263
3549953,São Lourenço da Serra,SP,86,42
3550001,São Luiz do Paraitinga,SP,510,334
3550100,São Manuel,SP,133,54
3550209,São Miguel Arcanjo,SP,1916,1350
3550308,São Paulo,SP,550,340
3550407,São Pedro,SP,424,294
3550506,São Pedro do Turvo,SP,538,367
3550605,São Roque,SP,142,79
3550704,São Sebastião,SP,25,16
3550803,São Sebastião da Grama,SP,271,161
3550902,São Simão,SP,250,161
3551009,São Vicente,SP,7,5
3551108,Sarapuí,SP,348,225
3551207,Sarutaiá,SP,125,63
3551306,Sebastianópolis do Sul,SP,216,136
3551405,Serra Azul,SP,136,105
3551504,Serrana,SP,19,9
3551603,Serra Negra,SP,492,234
3551702,Sertãozinho,SP,139,74
3551801,Sete Barras,SP,816,515
3551900,Severínia,SP,97,55
3552007,Silveiras,SP,338,214
3552106,Socorro,SP,1749,1274
3552205,Sorocaba,SP,193,90
3552304,Sud Mennucci,SP,200,116
3552403,Sumaré,SP,170,116
3552502,Suzano,SP,349,255
3552551,Suzanápolis,SP,282,187
3552601,Tabapuã,SP,229,101
3552700,Tabatinga,SP,429,244
3552809,Taboão da Serra,SP,2,1
3552908,Taciba,SP,194,106
3553005,Taguaí,SP,165,108
3553104,Taiaçu,SP,187,123
3553203,Taiúva,SP,164,97
3553302,Tambaú,SP,258,141
3553401,Tanabi,SP,1062,856
3553500,Tapiraí,SP,141,88
3553609,Tapiratiba,SP,93,48
3553658,Taquaral,SP,45,19
3553708,Taquaritinga,SP,559,320
3553807,Taquarituba,SP,594,346
3553856,Taquarivaí,SP,116,68
3553906,Tarabai,SP,126,74
3553955,Tarumã,SP,80,41
3554003,Tatuí,SP,342,173
3554102,Taubaté,SP,351,184
3554201,Tejupá,SP,309,198
3554300,Teodoro Sampaio,SP,976,845
3554409,Terra Roxa,SP,140,93
3554508,Tietê,SP,417,280
3554607,Timburi,SP,139,80
3554656,Torre de Pedra,SP,175,92
3554706,Torrinha,SP,421,283
3554755,Trabiju,SP,24,7
3554805,Tremembé,SP,162,107
3554904,Três Fronteiras,SP,310,224
3554953,Tuiuti,SP,456,360
3555000,Tupã,SP,723,404
3555109,Tupi Paulista,SP,516,338
3555208,Turiúba,SP,227,170
3555307,Turmalina,SP,260,165
3555356,Ubarana,SP,57,36
3555406,Ubatuba,SP,133,108
3555505,Ubirajara,SP,317,186
3555604,Uchoa,SP,360,259
3555703,União Paulista,SP,78,53
3555802,Urânia,SP,425,354
3555901,Uru,SP,86,34
3556008,Urupês,SP,519,379
3556107,Valentim Gentil,SP,222,167
3556206,Valinhos,SP,266,162
3556305,Valparaíso,SP,177,88
3556354,Vargem,SP,228,125
3556404,Vargem Grande do Sul,SP,195,123
3556453,Vargem Grande Paulista,SP,53,37
3556503,Várzea Paulista,SP,8,3
3556602,Vera Cruz,SP,264,104
3556701,Vinhedo,SP,85,58
3556800,Viradouro,SP,278,186
3556909,Vista Alegre do Alto,SP,111,66
3556958,Vitória Brasil,SP,109,63
3557006,Votorantim,SP,53,25
3557105,Votuporanga,SP,515,338
3557154,Zacarias,SP,156,96
3557204,Chavantes,SP,29,12
3557303,Estiva Gerbi,SP,91,66
4100103,Abatiá,PR,673,522
4100202,Adrianópolis,PR,663,393
4100301,Agudos do Sul,PR,1002,864
4100400,Almirante Tamandaré,PR,206,169
4100459,Altamira do Paraná,PR,543,399
4100509,Altônia,PR,1571,1297
4100608,Alto Paraná,PR,592,335
4100707,Alto Piquiri,PR,754,463
4100806,Alvorada do Sul,PR,371,242
4100905,Amaporã,PR,319,182
4101002,Ampére,PR,1185,931
4101051,Anahy,PR,208,137
4101101,Andirá,PR,291,210
4101150,Ângulo,PR,265,182
4101200,Antonina,PR,304,157
4101309,Antônio Olinto,PR,1008,778
4101408,Apucarana,PR,1308,862
4101507,Arapongas,PR,568,372
4101606,Arapoti,PR,858,497
4101655,Arapuã,PR,476,378
4101705,Araruna,PR,611,381
4101804,Araucária,PR,1387,1155
4101853,Ariranha do Ivaí,PR,524,386
4101903,Assaí,PR,598,416
4102000,Assis Chateaubriand,PR,1472,1128
4102109,Astorga,PR,705,453
4102208,Atalaia,PR,279,187
4102307,Balsa Nova,PR,295,169
4102406,Bandeirantes,PR,774,645
4102505,Barbosa Ferraz,PR,909,632
4102604,Barracão,PR,794,648
4102703,Barra do Jacaré,PR,282,228
4102752,Bela Vista da Caroba,PR,838,686
4102802,Bela Vista do Paraíso,PR,342,216
4102901,Bituruna,PR,1561,1169
4103008,Boa Esperança,PR,378,270
4103024,Boa Esperança do Iguaçu,PR,431,359
4103040,Boa Ventura de São Roque,PR,1292,933
4103057,Boa Vista da Aparecida,PR,857,774
4103107,Bocaiúva do Sul,PR,378,216
4103156,Bom Jesus do Sul,PR,832,642
4103206,Bom Sucesso,PR,363,149
4103222,Bom Sucesso do Sul,PR,333,252
4103305,Borrazópolis,PR,670,482
4103354,Braganey,PR,511,369
4103370,Brasilândia do Sul,PR,203,126
4103404,Cafeara,PR,158,99
4103453,Cafelândia,PR,444,314
4103479,Cafezal do Sul,PR,538,306
4103503,Califórnia,PR,438,335
4103602,Cambará,PR,398,287
4103701,Cambé,PR,563,357
4103800,Cambira,PR,554,460
4103909,Campina da Lagoa,PR,729,494
4103958,Campina do Simão,PR,460,353
4104006,Campina Grande do Sul,PR,447,205
4104055,Campo Bonito,PR,552,390
4104105,Campo do Tenente,PR,322,238
4104204,Campo Largo,PR,2233,1471
4104253,Campo Magro,PR,858,599
4104303,Campo Mourão,PR,626,372
4104402,Cândido de Abreu,PR,2452,1850
4104428,Candói,PR,1481,1101
4104451,Cantagalo,PR,943,732
4104501,Capanema,PR,1917,1684
4104600,Capitão Leônidas Marques,PR,987,751
4104659,Carambeí,PR,222,86
4104709,Carlópolis,PR,1273,1113
4104808,Cascavel,PR,3221,2155
4104907,Castro,PR,2603,1766
4105003,Catanduvas,PR,1076,788
4105102,Centenário do Sul,PR,795,670
4105201,Cerro Azul,PR,1991,1622
4105300,Céu Azul,PR,801,592
4105409,Chopinzinho,PR,1550,1220
4105508,Cianorte,PR,1349,850
4105607,Cidade Gaúcha,PR,332,140
4105706,Clevelândia,PR,761,573
4105805,Colombo,PR,374,328
4105904,Colorado,PR,393,228
4106001,Congonhinhas,PR,974,759
4106100,Conselheiro Mairinck,PR,218,146
4106209,Contenda,PR,1074,845
4106308,Corbélia,PR,454,281
4106407,Cornélio Procópio,PR,729,497
4106456,Coronel Domingos Soares,PR,1198,819
4106506,Coronel Vivida,PR,1481,1181
4106555,Corumbataí do Sul,PR,382,292
4106571,Cruzeiro do Iguaçu,PR,448,328
4106605,Cruzeiro do Oeste,PR,1019,756
4106704,Cruzeiro do Sul,PR,257,169
4106803,Cruz Machado,PR,3051,2482
4106852,Cruzmaltina,PR,325,226
4106902,Curitiba,PR,123,82
4107009,Curiúva,PR,911,596
4107108,Diamante do Norte,PR,176,105
4107124,Diamante do Sul,PR,544,350
4107157,Diamante D'Oeste,PR,696,496
4107207,Dois Vizinhos,PR,1880,1454
4107256,Douradina,PR,512,319
4107306,Doutor Camargo,PR,288,234
4107405,Enéas Marques,PR,910,678
4107504,Engenheiro Beltrão,PR,543,358
4107520,Esperança Nova,PR,352,266
4107538,Entre Rios do Oeste,PR,316,283
4107546,Espigão Alto do Iguaçu,PR,674,547
4107553,Farol,PR,282,177
4107603,Faxinal,PR,539,330
4107652,Fazenda Rio Grande,PR,134,104
4107702,Fênix,PR,322,240
4107736,Fernandes Pinheiro,PR,521,399
4107751,Figueira,PR,326,217
4107801,Floraí,PR,218,121
4107850,Flor da Serra do Sul,PR,661,537
4107900,Floresta,PR,158,108
4108007,Florestópolis,PR,211,168
4108106,Flórida,PR,100,64
4108205,Formosa do Oeste,PR,771,626
4108304,Foz do Iguaçu,PR,568,379
4108320,Francisco Alves,PR,679,516
4108403,Francisco Beltrão,PR,2621,2068
4108452,Foz do Jordão,PR,259,149
4108502,General Carneiro,PR,668,429
4108551,Godoy Moreira,PR,465,357
4108601,Goioerê,PR,532,370
4108650,Goioxim,PR,856,707
4108700,Grandes Rios,PR,572,401
4108809,Guaíra,PR,661,537
4108908,Guairaçá,PR,499,245
4108957,Guamiranga,PR,1034,876
4109005,Guapirama,PR,325,208
4109104,Guaporema,PR,200,107
4109203,Guaraci,PR,216,133
4109302,Guaraniaçu,PR,1658,1118
4109401,Guarapuava,PR,2134,1297
4109500,Guaraqueçaba,PR,493,365
4109609,Guaratuba,PR,376,255
4109658,Honório Serpa,PR,733,603
4109708,Ibaiti,PR,1453,1025
4109757,Ibema,PR,398,270
4109807,Ibiporã,PR,482,287
4109906,Icaraíma,PR,630,464
4110003,Iguaraçu,PR,223,156
4110052,Iguatu,PR,265,187
4110078,Imbaú,PR,580,354
4110102,Imbituva,PR,1599,1457
4110201,Inácio Martins,PR,794,515
4110300,Inajá,PR,120,53
4110409,Indianópolis,PR,398,282
4110508,Ipiranga,PR,1766,1566
4110607,Iporã,PR,1263,956
4110656,Iracema do Oeste,PR,194,149
4110706,Irati,PR,2394,2104
4110805,Iretama,PR,1183,992
4110904,Itaguajé,PR,273,210
4110953,Itaipulândia,PR,517,401
4111001,Itambaracá,PR,202,120
4111100,Itambé,PR,243,139
4111209,Itapejara d'Oeste,PR,709,575
4111258,Itaperuçu,PR,552,374
4111308,Itaúna do Sul,PR,292,191
4111407,Ivaí,PR,1683,1481
4111506,Ivaiporã,PR,1161,927
4111555,Ivaté,PR,531,385
4111605,Ivatuba,PR,88,41
4111704,Jaboti,PR,638,497
4111803,Jacarezinho,PR,811,558
4111902,Jaguapitã,PR,409,309
4112009,Jaguariaíva,PR,1014,510
4112108,Jandaia do Sul,PR,469,342
4112207,Janiópolis,PR,472,340
4112306,Japira,PR,577,380
4112405,Japurá,PR,405,296
4112504,Jardim Alegre,PR,1232,1101
4112603,Jardim Olinda,PR,76,57
4112702,Jataizinho,PR,222,176
4112751,Jesuítas,PR,754,617
4112801,Joaquim Távora,PR,665,411
4112900,Jundiaí do Sul,PR,324,233
4112959,Juranda,PR,440,321
4113007,Jussara,PR,227,135
4113106,Kaloré,PR,441,305
4113205,Lapa,PR,2290,1740
4113254,Laranjal,PR,814,691
4113304,Laranjeiras do Sul,PR,1345,1009
4113403,Leópolis,PR,300,211
4113429,Lidianópolis,PR,345,298
4113452,Lindoeste,PR,770,598
4113502,Loanda,PR,421,197
4113601,Lobato,PR,158,95
4113700,Londrina,PR,2205,1442
4113734,Luiziana,PR,429,225
4113759,Lunardelli,PR,369,273
4113809,Lupionópolis,PR,173,123
4113908,Mallet,PR,1524,1240
4114005,Mamborê,PR,514,293
4114104,Mandaguaçu,PR,346,202
4114203,Mandaguari,PR,743,530
4114302,Mandirituba,PR,836,666
4114351,Manfrinópolis,PR,562,447
4114401,Mangueirinha,PR,1559,1232
4114500,Manoel Ribas,PR,1262,1134
4114609,Marechal Cândido Rondon,PR,1934,1540
4114708,Maria Helena,PR,763,537
4114807,Marialva,PR,1351,1098
4114906,Marilândia do Sul,PR,435,299
4115002,Marilena,PR,489,353
4115101,Mariluz,PR,458,404
4115200,Maringá,PR,654,380
4115309,Mariópolis,PR,504,401
4115358,Maripá,PR,665,514
4115408,Marmeleiro,PR,1149,974
4115457,Marquinho,PR,930,694
4115507,Marumbi,PR,372,177
4115606,Matelândia,PR,971,723
4115705,Matinhos,PR,6,2
4115739,Mato Rico,PR,599,483
