ibge7,municipio,uf,domicilios_total,domicilios_com_internet
3145059,Nova Porteirinha,MG,2251,1658
3145109,Nova Resende,MG,5937,4939
3145208,Nova Serrana,MG,36988,33853
3145307,Novo Cruzeiro,MG,9079,5895
3145356,Novo Oriente de Minas,MG,3690,2280
3145372,Novorizonte,MG,1618,1051
3145406,Olaria,MG,751,453
3145455,Olhos-d'Água,MG,1940,1560
3145505,Olímpio Noronha,MG,940,702
3145604,Oliveira,MG,14080,11594
3145703,Oliveira Fortes,MG,758,577
3145802,Onça de Pitangui,MG,1119,807
3145851,Oratórios,MG,1659,1311
3145877,Orizânia,MG,3015,2272
3145901,Ouro Branco,MG,13654,12445
3146008,Ouro Fino,MG,12241,9673
3146107,Ouro Preto,MG,26571,22862
3146206,Ouro Verde de Minas,MG,1984,1409
3146255,Padre Carvalho,MG,1637,1224
3146305,Padre Paraíso,MG,5940,4339
3146404,Paineiras,MG,1779,1315
3146503,Pains,MG,3043,2461
3146552,Pai Pedro,MG,1978,1257
3146602,Paiva,MG,581,488
3146701,Palma,MG,2147,1687
3146750,Palmópolis,MG,2362,1548
3146909,Papagaios,MG,4761,4165
3147006,Paracatu,MG,32742,29033
3147105,Pará de Minas,MG,35489,31332
3147204,Paraguaçu,MG,7709,6448
3147303,Paraisópolis,MG,7878,6876
3147402,Paraopeba,MG,8774,6868
3147501,Passabém,MG,610,418
3147600,Passa Quatro,MG,5595,4710
3147709,Passa Tempo,MG,3262,2521
3147808,Passa Vinte,MG,890,695
3147907,Passos,MG,41247,36584
3147956,Patis,MG,1670,1057
3148004,Patos de Minas,MG,61095,55131
3148103,Patrocínio,MG,31735,28389
3148202,Patrocínio do Muriaé,MG,2194,1894
3148301,Paula Cândido,MG,3106,2157
3148400,Paulistas,MG,1523,1098
3148509,Pavão,MG,2723,1870
3148608,Peçanha,MG,5631,3757
3148707,Pedra Azul,MG,7452,5531
3148756,Pedra Bonita,MG,2363,1868
3148806,Pedra do Anta,MG,1264,766
3148905,Pedra do Indaiá,MG,1534,1106
3149002,Pedra Dourada,MG,1004,791
3149101,Pedralva,MG,3883,3326
3149150,Pedras de Maria da Cruz,MG,3487,2556
3149200,Pedrinópolis,MG,1224,1126
3149309,Pedro Leopoldo,MG,22642,19917
3149408,Pedro Teixeira,MG,722,529
3149507,Pequeri,MG,1291,1137
3149606,Pequi,MG,1556,1189
3149705,Perdigão,MG,4463,3930
3149804,Perdizes,MG,5936,5289
3149903,Perdões,MG,7774,6548
3149952,Periquito,MG,2295,2000
3150000,Pescador,MG,1275,909
3150109,Piau,MG,1089,790
3150158,Piedade de Caratinga,MG,3187,2792
3150208,Piedade de Ponte Nova,MG,1322,1061
3150307,Piedade do Rio Grande,MG,1842,1365
3150406,Piedade dos Gerais,MG,1962,1307
3150505,Pimenta,MG,3314,2690
3150539,Pingo-d'Água,MG,1632,1325
3150570,Pintópolis,MG,2278,1568
3150604,Piracema,MG,2614,1827
3150703,Pirajuba,MG,2049,1528
3150802,Piranga,MG,5885,3511
3150901,Piranguçu,MG,2202,1846
3151008,Piranguinho,MG,3218,2718
3151107,Pirapetinga,MG,4241,3559
3151206,Pirapora,MG,19067,16864
3151305,Piraúba,MG,4319,3495
3151404,Pitangui,MG,9529,8065
3151503,Piumhi,MG,13805,12270
3151602,Planura,MG,4064,3536
3151701,Poço Fundo,MG,6120,4939
3151800,Poços de Caldas,MG,63132,57794
3151909,Pocrane,MG,3267,2460
3152006,Pompéu,MG,11157,8746
3152105,Ponte Nova,MG,21242,18511
3152131,Ponto Chique,MG,1270,936
3152170,Ponto dos Volantes,MG,3753,2608
3152204,Porteirinha,MG,13660,10506
3152303,Porto Firme,MG,3709,2778
3152402,Poté,MG,5046,3651
3152501,Pouso Alegre,MG,55913,51684
3152600,Pouso Alto,MG,2472,2069
3152709,Prados,MG,3261,2627
3152808,Prata,MG,10445,9036
3152907,Pratápolis,MG,3315,2504
3153004,Pratinha,MG,1356,1120
3153103,Presidente Bernardes,MG,1779,1286
3153202,Presidente Juscelino,MG,1315,863
3153301,Presidente Kubitschek,MG,971,565
3153400,Presidente Olegário,MG,7320,6232
3153509,Alto Jequitibá,MG,3249,2750
3153608,Prudente de Morais,MG,3961,3585
3153707,Quartel Geral,MG,1302,939
3153806,Queluzito,MG,679,412
3153905,Raposos,MG,5595,4775
3154002,Raul Soares,MG,8902,6508
3154101,Recreio,MG,3897,3153
3154150,Reduto,MG,2791,2371
3154200,Resende Costa,MG,4264,3446
3154309,Resplendor,MG,6606,4915
3154408,Ressaquinha,MG,1641,1252
3154457,Riachinho,MG,2579,2091
3154507,Riacho dos Machados,MG,2757,2015
3154606,Ribeirão das Neves,MG,113082,100064
3154705,Ribeirão Vermelho,MG,1470,1279
3154804,Rio Acima,MG,3632,3061
3154903,Rio Casca,MG,4689,3416
3155009,Rio Doce,MG,921,747
3155108,Rio do Prado,MG,1732,1122
3155207,Rio Espera,MG,2064,1325
3155306,Rio Manso,MG,2175,1703
3155405,Rio Novo,MG,3118,2570
3155504,Rio Paranaíba,MG,5609,4344
3155603,Rio Pardo de Minas,MG,9248,7372
3155702,Rio Piracicaba,MG,5278,4071
3155801,Rio Pomba,MG,6866,5874
3155900,Rio Preto,MG,2035,1594
3156007,Rio Vermelho,MG,4333,2618
3156106,Ritápolis,MG,1984,1508
3156205,Rochedo de Minas,MG,835,667
3156304,Rodeiro,MG,3082,2566
3156403,Romaria,MG,1208,1069
3156452,Rosário da Limeira,MG,1888,1532
3156502,Rubelita,MG,2121,943
3156601,Rubim,MG,3395,2166
3156700,Sabará,MG,45820,40563
3156809,Sabinópolis,MG,5197,3708
3156908,Sacramento,MG,9710,8540
3157005,Salinas,MG,14887,11222
3157104,Salto da Divisa,MG,2111,1666
3157203,Santa Bárbara,MG,10599,9365
3157252,Santa Bárbara do Leste,MG,3066,2645
3157278,Santa Bárbara do Monte Verde,MG,1211,894
3157302,Santa Bárbara do Tugúrio,MG,1565,1108
3157336,Santa Cruz de Minas,MG,2945,2497
3157377,Santa Cruz de Salinas,MG,1457,847
3157401,Santa Cruz do Escalvado,MG,1724,1297
3157500,Santa Efigênia de Minas,MG,1473,1075
3157609,Santa Fé de Minas,MG,1237,792
3157658,Santa Helena de Minas,MG,1925,1123
3157708,Santa Juliana,MG,5375,4890
3157807,Santa Luzia,MG,75868,67283
3157906,Santa Margarida,MG,5553,4376
3158003,Santa Maria de Itabira,MG,3435,2844
3158102,Santa Maria do Salto,MG,1786,1346
3158201,Santa Maria do Suaçuí,MG,4555,3149
3158300,Santana da Vargem,MG,2342,2030
3158409,Santana de Cataguases,MG,1326,1017
3158508,Santana de Pirapama,MG,2772,1677
3158607,Santana do Deserto,MG,1326,1119
3158706,Santana do Garambéu,MG,780,561
3158805,Santana do Jacaré,MG,1626,1236
3158904,Santana do Manhuaçu,MG,3161,2634
3158953,Santana do Paraíso,MG,16722,15663
3159001,Santana do Riacho,MG,1956,1639
3159100,Santana dos Montes,MG,1303,988
3159209,Santa Rita de Caldas,MG,3357,2588
3159308,Santa Rita de Jacutinga,MG,1906,1579
3159357,Santa Rita de Minas,MG,2498,2059
3159407,Santa Rita de Ibitipoca,MG,1198,771
3159506,Santa Rita do Itueto,MG,2203,1713
3159605,Santa Rita do Sapucaí,MG,14180,12713
3159704,Santa Rosa da Serra,MG,1206,965
3159803,Santa Vitória,MG,8282,6930
3159902,Santo Antônio do Amparo,MG,5999,4680
3160009,Santo Antônio do Aventureiro,MG,1456,1100
3160108,Santo Antônio do Grama,MG,1499,1236
3160207,Santo Antônio do Itambé,MG,1340,723
3160306,Santo Antônio do Jacinto,MG,3785,2791
3160405,Santo Antônio do Monte,MG,10159,8417
3160454,Santo Antônio do Retiro,MG,2202,1777
3160504,Santo Antônio do Rio Abaixo,MG,651,378
3160603,Santo Hipólito,MG,1106,794
3160702,Santos Dumont,MG,15937,12942
3160801,São Bento Abade,MG,1595,1249
3160900,São Brás do Suaçuí,MG,1487,1237
3160959,São Domingos das Dores,MG,1942,1741
3161007,São Domingos do Prata,MG,6643,4429
3161056,São Félix de Minas,MG,1250,914
3161106,São Francisco,MG,16487,12215
3161205,São Francisco de Paula,MG,2288,1725
3161304,São Francisco de Sales,MG,2309,1935
3161403,São Francisco do Glória,MG,1799,1387
3161502,São Geraldo,MG,3943,2998
3161601,São Geraldo da Piedade,MG,1259,991
3161650,São Geraldo do Baixio,MG,1281,1117
3161700,São Gonçalo do Abaeté,MG,2691,2287
3161809,São Gonçalo do Pará,MG,4319,3451
3161908,São Gonçalo do Rio Abaixo,MG,3950,3274
3162005,São Gonçalo do Sapucaí,MG,8362,6561
3162104,São Gotardo,MG,14372,11753
3162203,São João Batista do Glória,MG,2809,2444
3162252,São João da Lagoa,MG,1854,1121
3162302,São João da Mata,MG,1145,910
3162401,São João da Ponte,MG,7894,5503
3162450,São João das Missões,MG,3600,2216
3162500,São João del Rei,MG,34518,30314
3162559,São João do Manhuaçu,MG,3924,3086
3162575,São João do Manteninha,MG,2119,1740
3162609,São João do Oriente,MG,2770,2298
3162658,São João do Pacuí,MG,1439,1094
3162708,São João do Paraíso,MG,7700,5671
3162807,São João Evangelista,MG,5610,4246
3162906,São João Nepomuceno,MG,9838,8369
3162922,São Joaquim de Bicas,MG,10629,9258
3162948,São José da Barra,MG,2761,2349
3162955,São José da Lapa,MG,8973,8337
3163003,São José da Safira,MG,1318,1008
3163102,São José da Varginha,MG,1740,1321
3163201,São José do Alegre,MG,1507,1278
3163300,São José do Divino,MG,1296,982
3163409,São José do Goiabal,MG,1980,1602
3163508,São José do Jacuri,MG,2209,1470
3163607,São José do Mantimento,MG,1002,844
3163706,São Lourenço,MG,17120,15438
3163805,São Miguel do Anta,MG,2277,1677
3163904,São Pedro da União,MG,1909,1499
3164001,São Pedro dos Ferros,MG,2634,2087
3164100,São Pedro do Suaçuí,MG,1850,1281
3164209,São Romão,MG,2958,1978
3164308,São Roque de Minas,MG,2726,2459
3164407,São Sebastião da Bela Vista,MG,2232,1833
3164431,São Sebastião da Vargem Alegre,MG,1177,1013
3164472,São Sebastião do Anta,MG,2279,1957
3164506,São Sebastião do Maranhão,MG,3343,2012
3164605,São Sebastião do Oeste,MG,3096,2524
3164704,São Sebastião do Paraíso,MG,26707,22713
3164803,São Sebastião do Rio Preto,MG,474,361
3164902,São Sebastião do Rio Verde,MG,881,653
3165008,São Tiago,MG,4124,3216
3165107,São Tomás de Aquino,MG,2445,1989
3165206,São Tomé das Letras,MG,2791,2221
3165305,São Vicente de Minas,MG,2502,2070
3165404,Sapucaí-Mirim,MG,2322,2009
3165503,Sardoá,MG,1861,1458
3165537,Sarzedo,MG,12688,11872
3165552,Setubinha,MG,2971,2155
3165560,Sem-Peixe,MG,962,612
3165578,Senador Amaral,MG,2092,1624
3165602,Senador Cortes,MG,801,654
3165701,Senador Firmino,MG,2912,2165
3165800,Senador José Bento,MG,792,499
3165909,Senador Modestino Gonçalves,MG,1501,852
3166006,Senhora de Oliveira,MG,2019,1387
3166105,Senhora do Porto,MG,1111,760
3166204,Senhora dos Remédios,MG,3718,2618
3166303,Sericita,MG,2575,1761
3166402,Seritinga,MG,692,520
3166501,Serra Azul de Minas,MG,1251,664
3166600,Serra da Saudade,MG,335,285
3166709,Serra dos Aimorés,MG,2675,2082
3166808,Serra do Salitre,MG,4044,3513
3166907,Serrania,MG,2743,2161
3166956,Serranópolis de Minas,MG,1527,1065
3167004,Serranos,MG,754,608
3167103,Serro,MG,7193,4740
3167202,Sete Lagoas,MG,81951,73524
3167301,Silveirânia,MG,897,684
3167400,Silvianópolis,MG,2436,1851
3167509,Simão Pereira,MG,1073,871
3167608,Simonésia,MG,7017,6079
3167707,Sobrália,MG,2010,1641
3167806,Soledade de Minas,MG,2121,1623
3167905,Tabuleiro,MG,1554,1071
3168002,Taiobeiras,MG,11725,9109
3168051,Taparuba,MG,1314,1090
3168101,Tapira,MG,1436,1270
3168200,Tapiraí,MG,658,384
3168309,Taquaraçu de Minas,MG,1593,1189
3168408,Tarumirim,MG,5175,4357
3168507,Teixeiras,MG,4739,3492
3168606,Teófilo Otoni,MG,49872,41906
3168705,Timóteo,MG,30046,27600
3168804,Tiradentes,MG,2867,2548
3168903,Tiros,MG,3105,2709
3169000,Tocantins,MG,6136,5046
3169059,Tocos do Moji,MG,1469,1146
3169109,Toledo,MG,2599,2097
3169208,Tombos,MG,3297,2605
3169307,Três Corações,MG,26319,22695
3169356,Três Marias,MG,10793,9018
3169406,Três Pontas,MG,19279,17087
3169505,Tumiritinga,MG,2260,1852
3169604,Tupaciguara,MG,9773,8354
3169703,Turmalina,MG,7422,5900
3169802,Turvolândia,MG,1799,1407
3169901,Ubá,MG,39043,34616
3170008,Ubaí,MG,3596,2330
3170057,Ubaporanga,MG,4672,3874
3170107,Uberaba,MG,127333,115213
3170206,Uberlândia,MG,268018,247757
3170305,Umburatiba,MG,1040,763
3170404,Unaí,MG,31513,27643
3170438,União de Minas,MG,1508,1239
3170479,Uruana de Minas,MG,1267,879
3170503,Urucânia,MG,3567,2837
3170529,Urucuia,MG,4167,3021
3170578,Vargem Alegre,MG,2209,1845
3170602,Vargem Bonita,MG,877,764
3170651,Vargem Grande do Rio Pardo,MG,1420,1104
3170701,Varginha,MG,49456,44948
3170750,Varjão de Minas,MG,2482,2100
3170800,Várzea da Palma,MG,12957,10433
3170909,Varzelândia,MG,6298,4049
3171006,Vazante,MG,7538,6603
3171030,Verdelândia,MG,2514,1668
3171071,Veredinha,MG,1919,1427
3171105,Veríssimo,MG,1380,1089
3171154,Vermelho Novo,MG,1799,1572
3171204,Vespasiano,MG,45922,41438
3171303,Viçosa,MG,29063,25752
3171402,Vieiras,MG,1418,995
3171501,Mathias Lobato,MG,1097,841
3171600,Virgem da Lapa,MG,4323,3192
3171709,Virgínia,MG,3294,2532
3171808,Virginópolis,MG,3746,2958
3171907,Virgolândia,MG,1786,1324
3172004,Visconde do Rio Branco,MG,14775,12569
3172103,Volta Grande,MG,1672,1437
3172202,Wenceslau Braz,MG,867,687
3200102,Afonso Cláudio,ES,11498,8327
3200136,Águia Branca,ES,3649,2949
3200169,Água Doce do Norte,ES,4594,3296
3200201,Alegre,ES,11376,8906
3200300,Alfredo Chaves,ES,5196,4335
3200359,Alto Rio Novo,ES,2868,2267
3200409,Anchieta,ES,11024,9869
3200508,Apiacá,ES,2746,2034
3200607,Aracruz,ES,32748,29353
3200706,Atílio Vivácqua,ES,3846,3182
3200805,Baixo Guandu,ES,11407,9890
3200904,Barra de São Francisco,ES,16069,13285
3201001,Boa Esperança,ES,5028,3939
3201100,Bom Jesus do Norte,ES,4014,3288
3201159,Brejetuba,ES,4540,3506
3201209,Cachoeiro de Itapemirim,ES,70985,61808
3201308,Cariacica,ES,130093,113437
3201407,Castelo,ES,14237,12150
3201506,Colatina,ES,45909,39927
3201605,Conceição da Barra,ES,9575,7798
3201704,Conceição do Castelo,ES,4466,3411
3201803,Divino de São Lourenço,ES,1904,1476
3201902,Domingos Martins,ES,13152,10423
3202009,Dores do Rio Preto,ES,2486,2015
3202108,Ecoporanga,ES,8602,5959
3202207,Fundão,ES,6719,5593
3202256,Governador Lindenberg,ES,3983,3065
3202306,Guaçuí,ES,10934,9086
3202405,Guarapari,ES,46739,41013
3202454,Ibatiba,ES,9299,7407
3202504,Ibiraçu,ES,4250,3809
3202553,Ibitirama,ES,3393,2602
3202603,Iconha,ES,4641,3802
3202652,Irupi,ES,5025,3834
3202702,Itaguaçu,ES,5266,4263
3202801,Itapemirim,ES,14040,11590
3202900,Itarana,ES,3918,2924
3203007,Iúna,ES,10715,8544
3203056,Jaguaré,ES,10257,8668
3203106,Jerônimo Monteiro,ES,4368,3323
3203130,João Neiva,ES,5163,4293
3203163,Laranja da Terra,ES,4212,3463
3203205,Linhares,ES,58676,51618
3203304,Mantenópolis,ES,4998,4097
3203320,Marataízes,ES,14957,12889
3203346,Marechal Floriano,ES,6612,5343
3203353,Marilândia,ES,4710,3887
3203403,Mimoso do Sul,ES,9442,7030
3203502,Montanha,ES,7020,5484
3203601,Mucurici,ES,2119,1611
3203700,Muniz Freire,ES,6716,5077
3203809,Muqui,ES,5052,3927
3203908,Nova Venécia,ES,18577,15517
3204005,Pancas,ES,7143,5180
3204054,Pedro Canário,ES,7759,6192
3204104,Pinheiros,ES,8532,6944
3204203,Piúma,ES,8522,7564
3204252,Ponto Belo,ES,2505,1806
3204302,Presidente Kennedy,ES,5116,3861
3204351,Rio Bananal,ES,6923,5928
3204401,Rio Novo do Sul,ES,4138,3237
3204500,Santa Leopoldina,ES,4955,3836
3204559,Santa Maria de Jetibá,ES,14720,12277
3204609,Santa Teresa,ES,8664,7299
3204658,São Domingos do Norte,ES,3097,2326
3204708,São Gabriel da Palha,ES,12633,11386
3204807,São José do Calçado,ES,4259,3235
3204906,São Mateus,ES,45202,39725
3204955,São Roque do Canaã,ES,4098,3257
3205002,Serra,ES,191946,174621
3205010,Sooretama,ES,9199,7546
3205036,Vargem Alta,ES,7119,5881
3205069,Venda Nova do Imigrante,ES,8910,7487
3205101,Viana,ES,25563,22305
3205150,Vila Pavão,ES,3347,2583
3205176,Vila Valério,ES,4924,4215
3205200,Vila Velha,ES,177093,163248
3205309,Vitória,ES,128624,119227
3300100,Angra dos Reis,RJ,62150,55049
3300159,Aperibé,RJ,4336,3684
3300209,Araruama,RJ,48122,40824
3300225,Areal,RJ,4232,3593
3300233,Armação dos Búzios,RJ,14836,13752
3300258,Arraial do Cabo,RJ,11550,10680
3300308,Barra do Piraí,RJ,35000,30648
3300407,Barra Mansa,RJ,62844,55916
3300456,Belford Roxo,RJ,180956,150176
3300506,Bom Jardim,RJ,10882,9560
3300605,Bom Jesus do Itabapoana,RJ,13374,11518
3300704,Cabo Frio,RJ,81998,75303
3300803,Cachoeiras de Macacu,RJ,22246,18509
3300902,Cambuci,RJ,5791,4600
3300936,Carapebus,RJ,5041,4205
3300951,Comendador Levy Gasparian,RJ,3008,2606
3301009,Campos dos Goytacazes,RJ,175660,146213
3301108,Cantagalo,RJ,7289,5947
3301157,Cardoso Moreira,RJ,4988,3951
3301207,Carmo,RJ,6671,5733
3301306,Casimiro de Abreu,RJ,16904,14778
3301405,Conceição de Macabu,RJ,7905,6765
3301504,Cordeiro,RJ,7963,6975
3301603,Duas Barras,RJ,4157,3523
3301702,Duque de Caxias,RJ,298094,255516
3301801,Engenheiro Paulo de Frontin,RJ,4794,4275
3301850,Guapimirim,RJ,18498,16299
3301876,Iguaba Grande,RJ,10308,9277
3301900,Itaboraí,RJ,86548,71712
3302007,Itaguaí,RJ,42282,35903
3302056,Italva,RJ,5596,4385
3302106,Itaocara,RJ,9005,7379
3302205,Itaperuna,RJ,38488,33249
3302254,Itatiaia,RJ,11365,10014
3302270,Japeri,RJ,32077,25781
3302304,Laje do Muriaé,RJ,2726,1996
3302403,Macaé,RJ,92723,82113
3302452,Macuco,RJ,1940,1678
3302502,Magé,RJ,82889,71488
3302601,Mangaratiba,RJ,15779,13861
3302700,Maricá,RJ,73415,68107
3302809,Mendes,RJ,6924,6082
3302858,Mesquita,RJ,62561,52445
3302908,Miguel Pereira,RJ,10250,9235
3303005,Miracema,RJ,9594,8090
3303104,Natividade,RJ,5695,4887
3303203,Nilópolis,RJ,57004,50026
3303302,Niterói,RJ,194480,177466
3303401,Nova Friburgo,RJ,76576,68647
3303500,Nova Iguaçu,RJ,287570,243206
3303609,Paracambi,RJ,16086,14167
3303708,Paraíba do Sul,RJ,15199,13171
3303807,Paraty,RJ,16145,14007
3303856,Paty do Alferes,RJ,10885,9373
3303906,Petrópolis,RJ,108242,97567
3303955,Pinheiral,RJ,8812,7797
3304003,Piraí,RJ,10096,8985
3304102,Porciúncula,RJ,6421,5399
3304110,Porto Real,RJ,7190,6564
3304128,Quatis,RJ,5032,4340
3304144,Queimados,RJ,51216,44231
3304151,Quissamã,RJ,8112,6641
3304201,Resende,RJ,48220,43558
3304300,Rio Bonito,RJ,21205,18314
3304409,Rio Claro,RJ,6399,5237
3304508,Rio das Flores,RJ,3125,2558
3304524,Rio das Ostras,RJ,59053,54570
3304557,Rio de Janeiro,RJ,2436966,2182304
3304607,Santa Maria Madalena,RJ,3988,3104
3304706,Santo Antônio de Pádua,RJ,15823,13339
3304755,São Francisco de Itabapoana,RJ,17293,13426
3304805,São Fidélis,RJ,14918,11850
3304904,São Gonçalo,RJ,357897,304267
3305000,São João da Barra,RJ,14465,11573
3305109,São João de Meriti,RJ,168792,144671
3305133,São José de Ubá,RJ,2684,1988
3305158,São José do Vale do Rio Preto,RJ,8271,7260
3305208,São Pedro da Aldeia,RJ,38295,34134
3305307,São Sebastião do Alto,RJ,2931,1997
3305406,Sapucaia,RJ,6688,5808
3305505,Saquarema,RJ,34141,30492
3305554,Seropédica,RJ,29317,25182
3305604,Silva Jardim,RJ,7887,6343
3305703,Sumidouro,RJ,5900,5105
3305752,Tanguá,RJ,11549,9639
3305802,Teresópolis,RJ,64434,57407
3305901,Trajano de Moraes,RJ,3898,2963
3306008,Três Rios,RJ,28420,25159
3306107,Valença,RJ,25892,22217
3306156,Varre-Sai,RJ,3626,2985
3306206,Vassouras,RJ,12893,10766
3306305,Volta Redonda,RJ,97989,90314
3500105,Adamantina,SP,13595,12000
3500204,Adolfo,SP,1650,1353
3500303,Aguaí,SP,11478,10257
3500402,Águas da Prata,SP,2821,2409
3500501,Águas de Lindóia,SP,6799,6333
3500550,Águas de Santa Bárbara,SP,2716,2520
3500600,Águas de São Pedro,SP,1153,1084
3500709,Agudos,SP,12938,11638
3500758,Alambari,SP,2138,1674
3500808,Alfredo Marcondes,SP,1726,1397
3500907,Altair,SP,1279,1141
3501004,Altinópolis,SP,6073,5172
3501103,Alto Alegre,SP,1518,1195
3501152,Alumínio,SP,5945,5243
3501202,Álvares Florence,SP,1533,1242
3501301,Álvares Machado,SP,9869,8878
3501400,Álvaro de Carvalho,SP,1168,918
3501509,Alvinlândia,SP,1007,791
3501608,Americana,SP,89202,83319
3501707,Américo Brasiliense,SP,11415,10486
3501806,Américo de Campos,SP,2361,1974
3501905,Amparo,SP,24484,22155
3502002,Analândia,SP,1682,1465
3502101,Andradina,SP,21906,19534
3502200,Angatuba,SP,8495,7585
3502309,Anhembi,SP,2058,1729
3502408,Anhumas,SP,1481,1262
3502507,Aparecida,SP,11369,10125
3502606,Aparecida d'Oeste,SP,1616,1407
3502705,Apiaí,SP,8843,6703
3502754,Araçariguama,SP,7403,6653
3502804,Araçatuba,SP,77753,70948
3502903,Araçoiaba da Serra,SP,11758,10790
3503000,Aramina,SP,2002,1689
3503109,Arandu,SP,2434,2127
3503158,Arapeí,SP,885,626
3503208,Araraquara,SP,92521,84328
3503307,Araras,SP,47990,43999
3503356,Arco-Íris,SP,733,483
3503406,Arealva,SP,3083,2532
3503505,Areias,SP,1231,931
3503604,Areiópolis,SP,3401,3136
3503703,Ariranha,SP,2878,2438
3503802,Artur Nogueira,SP,18166,16613
3503901,Arujá,SP,29355,26962
3503950,Aspásia,SP,677,565
3504008,Assis,SP,38179,34543
3504107,Atibaia,SP,56546,50734
3504206,Auriflama,SP,5394,4757
3504305,Avaí,SP,1649,1326
3504404,Avanhandava,SP,3610,3223
3504503,Avaré,SP,33477,30234
3504602,Bady Bassitt,SP,9953,9246
3504701,Balbinos,SP,538,470
3504800,Bálsamo,SP,3709,3276
3504909,Bananal,SP,3712,3176
3505005,Barão de Antonina,SP,1337,950
3505104,Barbosa,SP,2111,1758
3505203,Bariri,SP,11732,10221
3505302,Barra Bonita,SP,12899,11718
3505351,Barra do Chapéu,SP,1876,1323
3505401,Barra do Turvo,SP,2575,1831
3505500,Barretos,SP,46343,42187
3505609,Barrinha,SP,11202,9964
3505708,Barueri,SP,109455,102344
3505807,Bastos,SP,7540,6570
3505906,Batatais,SP,21423,19515
3506003,Bauru,SP,139897,128034
3506102,Bebedouro,SP,28044,25383
3506201,Bento de Abreu,SP,927,834
3506300,Bernardino de Campos,SP,3887,3264
3506359,Bertioga,SP,22752,20347
3506409,Bilac,SP,2798,2506
3506508,Birigui,SP,45352,40666
3506607,Biritiba Mirim,SP,10435,8759
3506706,Boa Esperança do Sul,SP,4666,4042
3506805,Bocaina,SP,4076,3492
3506904,Bofete,SP,3937,3403
3507001,Boituva,SP,21721,19873
3507100,Bom Jesus dos Perdões,SP,7704,6933
3507159,Bom Sucesso de Itararé,SP,1175,979
3507209,Borá,SP,322,250
3507308,Boracéia,SP,1635,1410
3507407,Borborema,SP,5482,4756
3507456,Borebi,SP,966,836
3507506,Botucatu,SP,54415,49619
3507605,Bragança Paulista,SP,63430,57535
3507704,Braúna,SP,1966,1603
3507753,Brejo Alegre,SP,962,867
3507803,Brodowski,SP,8870,7979
3507902,Brotas,SP,8637,7422
3508009,Buri,SP,6982,5896
3508108,Buritama,SP,6698,5853
3508207,Buritizal,SP,1656,1491
3508306,Cabrália Paulista,SP,1598,1359
3508405,Cabreúva,SP,15558,14206
3508504,Caçapava,SP,33662,30137
3508603,Cachoeira Paulista,SP,10948,9478
3508702,Caconde,SP,6214,5206
3508801,Cafelândia,SP,6249,5306
3508900,Caiabu,SP,1467,1140
3509007,Caieiras,SP,32690,29737
3509106,Caiuá,SP,1694,1384
3509205,Cajamar,SP,32660,30309
3509254,Cajati,SP,9907,8579
3509304,Cajobi,SP,3516,3004
3509403,Cajuru,SP,8620,7118
3509452,Campina do Monte Alegre,SP,2195,1943
3509502,Campinas,SP,429519,394840
3509601,Campo Limpo Paulista,SP,26664,24577
